Username,mal_id,score
"['Steamwood', 89734, 8]"
"['Steamwood', 103314, 6]"
"['Steamwood', 112694, 10]"
"['Steamwood', 128150, 5]"
"['Steamwood', 3008, 7]"
"['Steamwood', 113138, 6]"
"['Steamwood', 127907, 7]"
"['Steamwood', 124085, 8]"
"['Steamwood', 13, 10]"
"['Steamwood', 44347, 9]"
"['Steamwood', 131334, 8]"
"['Steamwood', 119161, 10]"
"['Steamwood', 62887, 8]"
"['Steamwood', 116778, 9]"
"['Steamwood', 21, 9]"
"['Steamwood', 123699, 8]"
"['Steamwood', 103897, 9]"
"['Steamwood', 42, 8]"
"['Steamwood', 99584, 8]"
"['Steamwood', 1517, 6]"
"['Steamwood', 1630, 8]"
"['Steamwood', 872, 8]"
"['Steamwood', 3006, 8]"
"['Steamwood', 48, 9]"
"['Steamwood', 3438, 10]"
"['Steamwood', 23, 10]"
"['Steamwood', 894, 6]"
"['Steamwood', 22, 8]"
"['Steamwood', 724, 5]"
"['Steamwood', 145863, 9]"
"['Steamwood', 65473, 7]"
"['Steamwood', 81079, 8]"
"['Steamwood', 115516, 8]"
"['Steamwood', 94878, 8]"
"['Steamwood', 100128, 7]"
"['Steamwood', 53, 8]"
"['Steamwood', 2, 10]"
"['Steamwood', 12, 6]"
"['Steamwood', 5451, 8]"
"['Steamwood', 656, 8]"
"['Steamwood', 54, 5]"
"['JXRPrime000', 75989, 7]"
"['JXRPrime000', 25, 10]"
"['JXRPrime000', 11, 8]"
"['JXRPrime000', 13, 7]"
"['JXRPrime000', 50, 6]"
